grlivarea,bsmtfinsf1,overallqual,neighborhood_NridgHt,exterqual,garagearea,bsmtexposure,neighborhood_StoneBr,overallcond,masvnrarea,kitchenqual,bldgtype_TwnhsE,bsmtunfsf,bsmtfintype1_None,bsmtqual,bldgtype_Twnhs,exterior1st_BrkFace,functional_Typ,agesold,yearbuilt,neighborhood_GrnHill,garagefinish_RFn,mssubclass_20,roofmatl_WdShngl,masvnr,neighborhood_NoRidge,bedroomabvgr,masvnrtype_Stone,fireplaces,lotarea
2229,0.0,6,0,3,0.0,1,0,6,0.0,3,0,755.0,0,3,0,0,1,97,1912,0,0,0,0,0,0,5,0,0,5520
984,0.0,6,0,3,280.0,1,0,7,0.0,3,0,936.0,0,3,0,0,1,54,1954,0,0,0,0,0,0,2,0,0,6390
1686,625.0,6,0,3,612.0,1,0,6,157.0,3,0,0.0,0,4,0,0,1,26,1980,0,0,1,0,1,0,3,0,1,10240
1614,56.0,7,0,4,576.0,4,0,5,140.0,4,0,1558.0,0,4,0,0,1,1,2005,0,0,1,0,1,0,3,0,1,9316
864,437.0,5,0,3,297.0,1,0,8,0.0,3,0,427.0,0,3,0,0,1,34,1972,0,0,1,0,0,0,3,0,0,7200
1740,0.0,7,1,4,874.0,1,0,5,206.0,4,0,1721.0,0,5,0,0,1,0,2006,0,1,1,0,1,0,4,1,0,12228
1721,570.0,5,0,3,440.0,1,0,6,0.0,3,0,891.0,0,3,0,0,0,38,1968,0,1,1,0,0,0,3,0,1,10335
1034,539.0,6,0,3,888.0,3,0,5,335.0,3,0,473.0,0,3,0,0,1,34,1976,0,0,0,0,1,0,3,0,0,12328
1902,0.0,6,0,3,539.0,0,0,5,0.0,3,0,0.0,1,0,0,0,1,32,1978,0,0,0,0,0,0,4,0,0,8930
1097,338.0,6,0,3,480.0,1,0,5,0.0,3,0,702.0,0,4,0,0,1,26,1984,0,0,1,0,0,0,3,0,0,9672
2206,0.0,9,1,4,670.0,3,0,5,525.0,5,0,1090.0,0,4,0,0,1,1,2005,0,0,0,0,1,0,4,0,1,13975
1117,422.0,6,0,3,672.0,3,0,5,0.0,3,0,480.0,0,3,0,0,1,34,1976,0,0,0,0,0,0,3,0,1,7819
2290,0.0,4,0,3,560.0,1,0,6,0.0,3,0,777.0,0,3,0,0,1,125,1885,0,0,0,0,0,0,4,0,0,11340
948,276.0,6,0,3,264.0,1,0,5,504.0,3,0,207.0,0,3,1,0,1,34,1972,0,0,0,0,1,0,2,0,0,1680
919,368.0,6,0,3,231.0,1,0,5,0.0,3,0,232.0,0,2,0,0,1,70,1940,0,0,0,0,0,0,3,0,0,6001
1152,0.0,6,0,3,412.0,1,0,6,41.0,3,0,912.0,0,3,0,0,1,39,1968,0,1,1,0,1,0,3,0,0,11700
2334,0.0,9,1,5,751.0,1,0,5,162.0,5,0,1590.0,0,5,0,0,1,1,2009,0,0,0,0,1,0,3,1,1,12858
1264,697.0,5,0,3,461.0,1,0,5,324.0,3,0,571.0,0,3,0,0,1,50,1960,0,0,1,0,1,0,3,0,2,9300
1224,1086.0,5,0,3,528.0,3,0,5,275.0,3,0,0.0,0,4,0,0,1,30,1979,0,0,0,0,1,0,2,1,2,7018
1369,551.0,6,0,3,300.0,1,0,6,0.0,3,0,121.0,0,3,0,0,1,84,1925,0,0,0,0,0,0,3,0,0,6629
894,182.0,5,0,3,308.0,3,0,6,0.0,3,0,0.0,0,3,0,0,1,34,1976,0,0,1,0,0,0,3,0,0,10650
1573,378.0,6,0,4,440.0,1,0,5,216.0,4,0,378.0,0,4,1,0,1,10,2000,0,0,0,0,1,0,3,0,0,2117
2250,578.0,8,1,4,756.0,4,0,5,232.0,4,0,1093.0,0,4,0,0,1,8,2002,0,0,0,0,1,0,3,0,1,13650
1514,683.0,6,0,3,394.0,1,0,5,0.0,3,0,111.0,0,4,0,0,1,9,2000,0,0,0,0,0,0,3,0,1,8433
1218,0.0,6,0,3,0.0,1,0,5,236.0,3,0,672.0,0,3,1,0,1,35,1971,0,0,0,0,1,0,3,0,0,1680
1387,0.0,5,0,3,256.0,1,0,4,0.0,4,0,811.0,0,3,0,0,1,55,1954,0,0,0,0,0,0,3,0,0,6000
1317,0.0,4,0,3,250.0,1,0,4,0.0,3,0,649.0,0,3,0,1,1,88,1920,0,0,0,0,0,0,3,0,0,8500
1355,0.0,6,0,3,0.0,1,0,7,0.0,4,0,684.0,0,3,0,0,1,93,1914,0,0,0,0,0,0,3,0,0,6882
952,0.0,4,0,2,330.0,1,0,7,0.0,3,0,756.0,0,3,0,0,1,114,1896,0,1,0,0,0,0,3,0,0,8712
1113,751.0,6,0,3,504.0,1,0,7,174.0,3,0,392.0,0,3,0,0,1,31,1976,0,1,1,0,1,0,3,0,1,7917
778,403.0,5,0,3,924.0,1,0,6,0.0,3,0,212.0,0,3,0,0,1,68,1940,0,0,0,0,0,0,2,0,1,6900
1489,0.0,6,0,3,240.0,1,0,7,0.0,3,0,778.0,0,3,0,0,1,69,1940,0,0,0,0,0,0,3,0,1,9900
1698,1234.0,9,0,5,768.0,1,0,5,340.0,5,0,464.0,0,5,0,0,1,2,2007,0,0,1,0,1,0,3,1,1,13286
2267,288.0,7,0,3,498.0,1,0,8,0.0,3,0,717.0,0,3,0,0,1,70,1937,0,0,0,0,0,0,3,0,2,12888
902,301.0,5,0,3,484.0,3,0,5,0.0,3,0,239.0,0,4,0,0,1,23,1983,0,0,1,0,0,0,2,0,0,8885
1495,0.0,6,0,4,440.0,1,0,5,0.0,4,0,738.0,0,4,0,0,1,1,2006,0,1,0,0,0,0,3,0,1,8857
1384,450.0,5,0,4,404.0,1,0,5,0.0,4,0,898.0,0,4,0,0,1,12,1996,0,0,1,0,0,0,3,0,0,14137
1436,0.0,6,0,3,228.0,1,0,7,0.0,3,0,585.0,0,3,0,0,1,86,1921,0,0,0,0,0,0,3,0,1,6720
1636,476.0,6,0,4,440.0,1,0,5,0.0,3,0,476.0,0,4,0,0,1,11,1998,0,0,0,0,0,0,3,0,1,7500
1158,941.0,6,0,3,576.0,1,0,5,0.0,4,0,217.0,0,4,0,0,1,2,2004,0,0,1,0,0,0,3,0,0,13072
1646,0.0,8,0,4,870.0,3,0,5,274.0,4,0,1638.0,0,4,0,0,1,1,2006,0,1,1,0,1,0,3,1,1,10656
1768,569.0,5,0,3,240.0,1,0,7,252.0,4,0,162.0,0,4,0,0,1,70,1937,0,0,0,0,1,0,3,0,2,7200
1565,901.0,6,0,3,299.0,2,0,7,0.0,4,0,34.0,0,3,0,1,0,41,1965,0,1,0,0,0,0,3,0,2,8800
1768,390.0,7,0,3,320.0,2,0,7,0.0,3,0,490.0,0,4,0,0,1,92,1914,0,0,0,0,0,0,2,0,2,10800
1396,0.0,5,0,2,0.0,2,0,6,0.0,3,0,660.0,0,3,0,0,0,55,1951,0,0,0,0,0,0,4,0,0,9000
1096,528.0,6,0,3,484.0,3,0,5,39.0,3,0,480.0,0,3,0,0,1,30,1978,0,0,0,0,1,0,3,0,1,13014
2312,913.0,7,0,4,658.0,1,0,5,210.0,4,0,264.0,0,4,0,0,1,10,1999,0,0,0,0,1,0,4,0,1,15896
1337,733.0,8,0,4,462.0,1,1,5,0.0,4,1,604.0,0,4,0,0,1,15,1993,0,1,0,0,0,0,2,0,1,5395
1102,239.0,7,0,4,480.0,1,0,5,0.0,4,1,312.0,0,4,0,0,1,3,2004,0,0,0,0,0,0,2,0,0,5105
2031,804.0,8,0,4,577.0,1,0,5,0.0,4,0,324.0,0,4,0,0,1,6,2002,0,1,0,0,0,0,3,0,1,9473
438,290.0,2,0,3,246.0,1,0,5,0.0,2,0,0.0,0,3,0,0,1,89,1920,0,0,0,0,0,0,1,0,0,8400
1033,456.0,5,0,3,504.0,4,0,5,222.0,3,0,0.0,0,4,0,0,1,32,1976,0,1,0,0,1,0,3,0,0,12102
2327,0.0,7,0,4,596.0,1,0,5,0.0,4,0,1129.0,0,4,0,0,1,5,2003,0,1,0,0,0,0,4,0,1,10905
1187,0.0,7,0,3,420.0,1,0,5,52.0,4,0,1168.0,0,4,0,0,1,15,1992,0,1,1,0,1,0,3,0,0,9556
1340,780.0,6,0,3,440.0,3,0,6,0.0,3,0,0.0,0,3,0,0,1,61,1945,0,0,0,0,0,0,3,0,0,6430
1152,0.0,4,0,3,0.0,0,0,5,0.0,2,0,0.0,1,0,0,0,1,53,1955,0,0,0,0,0,0,2,0,0,6040
1567,1387.0,6,0,3,542.0,1,0,8,210.0,4,0,175.0,0,3,0,0,1,43,1966,0,0,1,0,1,0,2,0,2,14695
1482,624.0,7,0,3,324.0,1,0,9,0.0,3,0,26.0,0,3,0,0,1,89,1920,0,0,0,0,0,0,3,0,0,9000
1689,0.0,7,0,4,433.0,1,0,5,0.0,4,0,1689.0,0,4,0,0,1,1,2006,0,0,1,0,0,0,3,0,0,8368
1424,1047.0,5,0,3,828.0,4,0,5,0.0,3,0,53.0,0,4,0,0,0,38,1969,0,0,0,0,0,0,3,0,0,41600
816,534.0,5,0,3,264.0,1,0,7,0.0,3,0,282.0,0,3,0,0,1,25,1983,0,0,1,0,0,0,2,0,0,6490
1424,0.0,7,0,3,312.0,1,0,8,174.0,3,0,1228.0,0,3,0,0,1,87,1921,0,0,0,0,1,0,2,0,1,7290
1479,626.0,7,0,3,484.0,1,0,9,138.0,4,0,99.0,0,3,0,0,1,35,1972,0,0,0,0,1,0,4,0,0,7472
1025,953.0,5,0,3,0.0,3,0,5,0.0,3,0,72.0,0,3,0,0,1,44,1962,0,0,0,0,0,0,3,0,0,7000
1442,0.0,6,0,3,615.0,1,0,6,571.0,3,0,1442.0,0,3,0,0,1,39,1970,0,1,1,0,1,0,2,0,1,11717
1936,0.0,8,0,4,504.0,1,0,5,40.0,4,0,1406.0,0,4,0,0,1,6,2000,0,1,0,0,1,0,3,0,1,11194
1939,796.0,7,0,3,555.0,2,0,5,227.0,4,0,258.0,0,4,0,0,1,8,1998,0,1,0,0,1,0,3,0,1,11250
1476,193.0,6,0,4,540.0,1,0,5,0.0,4,0,545.0,0,4,0,0,1,4,2005,0,0,0,0,0,0,3,0,0,8633
898,744.0,5,0,3,326.0,4,0,6,0.0,3,0,89.0,0,4,0,0,1,38,1968,0,1,0,0,0,0,3,0,0,8400
1460,666.0,8,0,4,480.0,1,0,5,0.0,4,0,794.0,0,5,0,0,1,2,2006,0,0,1,0,0,0,3,0,1,10037
1034,456.0,6,0,3,504.0,4,0,5,23.0,3,0,0.0,0,4,0,0,1,31,1978,0,0,0,0,1,0,3,0,1,8014
1174,781.0,5,0,3,528.0,2,0,6,180.0,3,0,83.0,0,4,0,0,1,30,1978,0,0,1,0,1,0,3,0,0,12250
1080,244.0,7,0,4,496.0,1,0,5,0.0,4,1,286.0,0,4,0,0,1,7,2003,0,1,0,0,0,0,2,0,0,2403
1376,0.0,6,0,3,198.0,1,0,6,0.0,3,0,780.0,0,3,0,0,1,69,1937,0,0,0,0,0,0,3,0,1,8600
1567,728.0,5,0,3,440.0,1,0,6,0.0,3,0,112.0,0,3,0,0,0,69,1940,0,0,0,0,0,0,2,0,2,13680
1534,0.0,5,0,3,0.0,3,0,9,0.0,4,0,736.0,0,4,0,0,1,112,1895,0,0,0,0,0,0,3,0,0,10800
1616,1180.0,8,0,4,608.0,1,1,5,0.0,4,1,415.0,0,4,0,0,1,15,1995,0,1,0,0,0,0,2,0,1,5389
1551,930.0,5,0,3,240.0,1,0,5,0.0,2,0,128.0,0,2,0,0,1,68,1938,0,0,0,0,0,0,3,0,0,10890
960,100.0,5,0,3,330.0,1,0,5,0.0,3,0,613.0,0,3,0,0,1,54,1955,0,1,1,0,0,0,2,0,0,9768
1302,0.0,7,0,4,436.0,3,0,5,0.0,4,0,1302.0,0,4,0,0,1,0,2007,0,0,1,0,0,0,3,0,0,8993
816,0.0,5,0,3,210.0,1,0,5,0.0,3,0,816.0,0,3,0,0,1,81,1925,0,0,0,0,0,0,2,0,0,11672
1502,1102.0,7,0,4,286.0,1,0,5,239.0,4,1,328.0,0,4,0,0,1,9,1998,1,0,0,0,1,0,1,0,1,9763
1133,96.0,6,0,3,308.0,1,0,5,0.0,3,0,96.0,0,3,0,0,1,0,2008,0,0,1,0,0,0,3,0,0,9836
3078,672.0,9,0,4,806.0,4,0,5,422.0,4,0,736.0,0,5,0,0,1,9,1998,0,0,0,0,1,1,4,0,1,10557
1721,814.0,6,0,4,471.0,1,0,5,105.0,4,0,114.0,0,4,0,0,1,13,1994,0,1,0,0,1,0,3,0,0,8462
1760,0.0,4,0,3,648.0,1,0,4,0.0,3,0,1077.0,0,2,0,0,1,96,1910,0,0,0,0,0,0,4,0,1,10818
2320,774.0,6,0,3,180.0,1,0,8,0.0,4,0,104.0,0,3,0,0,1,62,1945,0,0,0,0,0,0,3,0,1,7259
2486,766.0,7,0,4,452.0,4,0,5,94.0,4,0,356.0,0,4,0,0,1,4,2003,0,0,0,0,1,0,5,0,1,11800
1246,340.0,5,0,3,305.0,1,0,7,0.0,4,0,0.0,0,3,0,1,1,51,1959,0,1,1,0,0,0,3,0,0,7500
1150,230.0,5,0,3,215.0,1,0,5,0.0,3,0,569.0,0,3,0,1,0,64,1942,0,0,0,0,0,0,3,0,2,6488
1600,0.0,8,1,4,890.0,1,0,5,640.0,4,0,1566.0,0,4,0,0,1,2,2007,0,1,1,0,1,0,3,1,1,14230
1755,189.0,4,0,3,231.0,1,0,6,0.0,4,0,741.0,0,3,0,0,1,77,1930,0,0,0,0,0,0,4,0,1,7810
1800,1274.0,8,0,4,765.0,4,0,5,630.0,4,0,526.0,0,5,0,0,1,4,2002,0,0,1,0,1,0,3,0,1,14331
1200,0.0,7,0,4,480.0,1,0,5,0.0,4,1,600.0,0,4,0,0,1,6,2004,0,1,0,0,0,0,2,0,0,3182
1365,471.0,5,0,3,440.0,1,0,5,376.0,3,1,294.0,0,3,0,0,0,36,1971,0,0,0,0,1,0,2,0,0,1920
1696,80.0,6,0,4,542.0,2,0,5,0.0,4,0,200.0,0,4,0,0,1,5,2003,0,1,0,0,0,0,3,0,0,10110
1809,0.0,7,0,4,638.0,4,0,5,0.0,4,0,945.0,0,4,0,0,1,1,2005,0,1,0,0,0,0,3,0,0,10984
2234,1558.0,8,0,4,724.0,4,1,5,945.0,4,0,662.0,0,5,0,0,1,1,2006,0,1,1,0,1,0,1,0,1,14082
1680,602.0,6,0,4,474.0,1,0,5,120.0,4,0,284.0,0,4,0,0,1,15,1993,0,1,0,0,1,0,3,0,0,8480
2087,568.0,6,0,3,444.0,4,0,8,157.0,4,0,264.0,0,3,0,0,1,41,1966,0,0,0,0,1,0,5,0,0,12205
1513,1246.0,8,0,4,521.0,4,0,5,260.0,4,0,216.0,0,4,0,0,1,10,1999,0,0,1,0,1,0,2,0,1,15750
1107,474.0,5,0,3,308.0,1,0,6,0.0,4,0,437.0,0,3,0,0,1,40,1967,0,1,1,0,0,0,3,0,0,8050
827,0.0,5,0,3,392.0,0,0,7,0.0,3,0,0.0,1,0,0,0,0,55,1955,0,0,1,0,0,0,2,0,1,7200
1484,0.0,6,0,3,0.0,1,0,6,0.0,3,0,742.0,0,3,0,0,1,94,1914,0,0,0,0,0,0,3,0,1,6300
764,0.0,5,0,3,504.0,1,0,5,0.0,3,0,680.0,0,2,0,0,1,83,1925,0,0,0,0,0,0,2,0,0,5232
1792,1567.0,9,1,4,874.0,4,0,5,562.0,5,0,225.0,0,5,0,0,1,3,2003,0,0,1,0,1,0,2,0,1,11846
2649,1075.0,8,1,4,746.0,2,0,5,1110.0,4,0,404.0,0,5,0,0,1,7,2001,0,0,0,0,1,0,4,0,1,16900
1593,0.0,6,0,3,389.0,1,0,5,0.0,3,0,808.0,0,4,0,0,1,17,1992,0,1,0,0,0,0,3,0,1,9636
1181,920.0,4,0,3,588.0,3,0,5,0.0,3,0,38.0,0,4,0,0,1,36,1972,0,1,0,0,0,0,3,0,0,10012
1987,1314.0,8,0,4,691.0,4,0,5,554.0,4,0,672.0,0,4,0,0,1,14,1994,0,0,1,0,1,1,2,0,1,14303
1242,0.0,6,0,3,180.0,1,0,6,0.0,3,0,583.0,0,3,0,0,1,74,1935,0,0,0,0,0,0,3,0,1,5707
976,760.0,6,0,3,504.0,3,0,7,203.0,4,0,216.0,0,3,0,0,1,38,1968,0,1,1,0,1,0,2,0,1,9360
1214,0.0,5,0,3,216.0,1,0,3,0.0,3,0,969.0,0,3,0,0,1,106,1901,0,0,0,0,0,0,2,0,0,5680
864,468.0,5,0,3,336.0,1,0,6,0.0,3,0,396.0,0,3,0,0,1,44,1962,0,0,1,0,0,0,3,0,0,7000
1639,0.0,6,0,3,240.0,1,0,5,0.0,3,0,1064.0,0,3,0,0,0,72,1936,0,0,0,0,0,0,3,0,0,10480
1736,0.0,9,1,5,834.0,1,0,5,302.0,5,0,1736.0,0,5,0,0,1,1,2008,0,1,1,0,1,0,3,1,1,11578
1535,0.0,5,0,3,400.0,0,0,5,0.0,3,0,0.0,1,0,0,0,1,30,1979,0,0,0,0,0,0,4,0,0,7018
1632,400.0,6,0,3,484.0,1,0,8,252.0,4,0,336.0,0,3,0,0,1,42,1966,0,0,0,0,1,0,4,0,0,9130
725,0.0,3,0,3,320.0,1,0,5,0.0,3,0,630.0,0,3,0,0,1,119,1890,0,0,0,0,0,0,1,0,0,10800
1720,0.0,7,0,4,440.0,1,0,5,0.0,4,0,840.0,0,4,0,0,1,3,2004,0,0,0,0,0,0,3,0,1,8244
936,0.0,4,0,2,576.0,1,0,4,0.0,3,0,936.0,0,2,0,0,0,56,1953,0,0,1,0,0,0,2,0,0,6000
1589,1084.0,8,0,4,630.0,4,0,5,72.0,4,1,322.0,0,4,0,0,1,4,2003,0,0,0,0,1,0,2,0,1,3621
1571,0.0,6,0,4,380.0,1,0,7,0.0,3,0,799.0,0,4,0,0,1,16,1993,0,1,0,0,0,0,3,0,1,7837
1479,1013.0,7,0,4,558.0,3,0,5,167.0,4,0,440.0,0,4,0,0,1,4,2003,0,1,1,0,1,0,3,0,0,10665
1632,496.0,5,0,4,898.0,4,0,7,178.0,3,0,0.0,0,3,0,0,1,40,1969,0,1,0,0,1,0,4,0,1,10457
864,553.0,5,0,3,360.0,1,0,5,0.0,3,0,0.0,0,3,0,0,1,44,1965,0,0,1,0,0,0,3,0,1,8281
2713,1330.0,9,1,5,858.0,3,0,5,268.0,5,0,122.0,0,5,0,0,1,0,2008,0,0,0,0,1,0,3,1,1,14948
1479,424.0,7,0,3,312.0,1,0,8,0.0,4,0,200.0,0,3,0,0,1,80,1926,0,0,0,0,0,0,3,0,2,7000
1576,1087.0,7,0,4,668.0,1,0,5,24.0,4,1,306.0,0,4,0,0,1,4,2004,0,1,0,0,1,0,2,0,1,3940
1479,0.0,7,0,4,577.0,1,0,5,125.0,4,0,1468.0,0,4,0,0,1,9,1999,0,1,1,0,1,0,3,0,0,9382
1060,317.0,5,0,3,308.0,1,0,7,0.0,3,0,212.0,0,3,0,0,0,82,1925,0,0,0,0,0,0,1,0,1,6854
943,0.0,4,0,3,308.0,0,0,5,0.0,4,0,0.0,1,0,0,0,0,49,1958,0,0,0,0,0,0,3,0,0,11515
2183,1002.0,7,0,4,786.0,1,0,5,178.0,4,0,0.0,0,4,0,0,1,18,1988,0,0,0,0,1,0,4,0,0,13837
1949,750.0,7,0,4,574.0,1,0,5,246.0,4,0,300.0,0,4,0,0,1,17,1993,0,0,0,0,1,0,3,0,1,9938
1824,0.0,10,0,5,932.0,4,0,5,242.0,5,0,1824.0,0,5,0,0,1,1,2006,0,0,1,0,1,0,3,0,1,12633
1930,522.0,6,0,3,316.0,1,0,5,0.0,3,0,198.0,0,3,0,0,1,82,1927,0,0,0,0,0,0,4,0,0,6876
2393,128.0,10,0,5,846.0,2,0,5,0.0,5,1,0.0,0,4,0,1,1,10,1998,0,0,0,0,0,0,2,0,1,3951
2014,0.0,5,0,4,624.0,1,0,8,0.0,3,0,716.0,0,2,0,0,1,106,1900,0,0,0,0,0,0,5,0,0,9856
1242,0.0,4,0,3,336.0,1,0,5,0.0,3,0,484.0,0,3,0,0,0,61,1946,0,0,1,0,0,0,2,0,0,17808
2000,758.0,7,0,3,650.0,3,0,5,94.0,3,0,238.0,0,4,0,0,1,13,1993,0,0,0,0,1,0,3,0,1,9627
1412,0.0,6,0,3,280.0,1,0,6,0.0,3,0,780.0,0,3,0,0,1,70,1939,0,0,0,0,0,0,4,0,1,6000
990,755.0,5,0,3,440.0,1,0,7,0.0,3,0,235.0,0,3,0,0,1,15,1994,0,1,1,0,0,0,3,0,0,9757
1342,557.0,5,0,3,256.0,1,0,6,0.0,3,0,785.0,0,2,0,0,1,56,1951,0,0,1,0,0,0,4,0,0,9280
1868,1505.0,9,1,5,1085.0,4,0,5,568.0,5,0,363.0,0,5,0,0,1,1,2005,0,0,1,0,1,0,2,0,1,14780
1363,0.0,4,0,3,528.0,1,0,7,0.0,3,0,622.0,0,2,0,0,1,100,1910,0,0,0,0,0,0,3,0,0,7740
1632,620.0,6,0,3,338.0,1,0,6,183.0,3,0,0.0,0,3,0,0,0,51,1958,0,1,1,0,1,0,3,0,1,9600
2296,1338.0,10,1,5,842.0,4,0,5,420.0,5,0,384.0,0,5,0,0,1,1,2008,0,1,0,0,1,0,3,1,1,13478
1678,0.0,5,0,3,0.0,1,0,5,74.0,3,0,1678.0,0,3,0,0,1,50,1959,0,0,0,0,1,0,6,0,0,10926
1296,1005.0,8,0,4,471.0,1,0,5,136.0,4,0,262.0,0,5,0,0,1,8,2001,0,0,1,0,1,0,2,0,0,6853
1587,838.0,6,0,3,525.0,1,0,6,302.0,3,0,749.0,0,3,0,0,1,36,1971,0,0,1,0,1,0,3,0,1,10667
1298,626.0,5,0,3,256.0,1,0,6,0.0,3,0,94.0,0,3,0,0,1,68,1941,0,0,0,0,0,0,3,0,2,8212
1728,1332.0,5,0,3,504.0,1,0,5,336.0,3,0,396.0,0,3,0,0,1,43,1963,0,0,0,0,1,0,6,0,0,9100
928,308.0,5,0,3,288.0,1,0,6,0.0,3,0,620.0,0,3,0,1,1,51,1957,0,0,1,0,0,0,3,0,0,6000
1795,0.0,7,0,4,578.0,4,0,5,0.0,4,0,879.0,0,4,0,0,1,2,2005,0,1,0,0,0,0,3,0,0,9316
1080,570.0,6,0,3,288.0,1,0,7,135.0,3,0,510.0,0,3,0,0,1,50,1958,0,0,1,0,1,0,3,0,0,9464
1779,0.0,7,0,3,546.0,3,0,5,0.0,4,0,866.0,0,4,0,0,1,11,1998,0,1,0,0,0,0,3,0,0,10400
1635,0.0,6,0,3,255.0,1,0,8,0.0,4,0,485.0,0,3,0,0,1,96,1910,0,0,0,0,0,0,2,0,0,5310
1220,684.0,7,0,4,632.0,3,0,5,84.0,4,0,515.0,0,4,0,0,1,0,2006,0,1,1,0,1,0,2,1,0,7406
1310,1004.0,9,0,4,545.0,3,0,5,179.0,4,1,306.0,0,5,0,0,1,7,2001,0,1,0,0,1,0,1,0,1,4538
1355,351.0,5,0,3,0.0,1,0,7,0.0,3,0,112.0,0,3,0,0,1,68,1940,0,0,0,0,0,0,4,0,0,10106
2295,728.0,7,0,4,590.0,1,0,5,0.0,4,0,367.0,0,4,0,0,1,14,1992,0,1,0,0,0,1,4,0,1,13346
1798,0.0,4,0,3,342.0,1,0,8,0.0,3,0,1075.0,0,3,0,0,1,107,1900,0,0,0,0,0,0,4,0,0,9639
1620,603.0,7,0,3,578.0,1,0,7,0.0,4,0,723.0,0,3,0,0,1,41,1967,0,0,1,0,0,0,4,0,1,15387
1216,288.0,5,0,3,336.0,1,0,5,0.0,3,0,928.0,0,3,0,0,1,52,1955,0,1,1,0,0,0,3,0,0,10050
1344,0.0,5,0,3,240.0,1,0,4,0.0,3,0,896.0,0,4,0,0,1,70,1936,0,0,0,0,0,0,3,0,0,6240
1159,0.0,5,0,3,288.0,1,0,8,0.0,3,0,747.0,0,3,0,0,1,83,1925,0,0,0,0,0,0,3,0,0,7506
1056,1056.0,4,0,3,384.0,1,0,4,0.0,3,0,0.0,0,3,0,0,1,40,1966,0,0,1,0,0,0,2,0,0,8900
1216,442.0,5,0,3,336.0,1,0,5,0.0,3,0,390.0,0,3,0,0,1,61,1947,0,0,0,0,0,0,2,0,0,8480
1158,0.0,6,0,3,208.0,1,0,7,0.0,3,0,862.0,0,3,0,0,1,79,1929,0,1,0,0,0,0,3,0,1,6000
1538,769.0,8,0,4,484.0,3,0,5,148.0,4,0,769.0,0,4,0,0,1,2,2005,0,1,1,0,1,0,3,0,0,8847
1143,856.0,5,0,3,308.0,1,0,5,150.0,3,0,125.0,0,3,0,0,1,51,1959,0,1,1,0,1,0,3,0,0,8050
872,0.0,4,0,3,480.0,1,0,5,0.0,3,0,858.0,0,3,0,0,1,36,1971,0,0,1,0,0,0,3,0,0,8294
1406,0.0,6,0,3,0.0,1,0,7,0.0,2,0,319.0,0,3,0,0,1,88,1920,0,0,0,0,0,0,3,0,0,7920
1324,0.0,6,0,4,430.0,1,0,5,0.0,4,0,1324.0,0,4,0,0,1,5,2005,0,0,1,0,0,0,3,0,0,18494
904,0.0,5,0,3,408.0,1,0,7,41.0,3,0,876.0,0,3,0,0,1,42,1966,0,0,1,0,1,0,3,0,0,7162
2080,0.0,7,0,4,282.0,1,0,9,0.0,4,0,1276.0,0,4,0,0,1,83,1926,0,0,0,0,0,0,3,0,2,10918
848,662.0,6,0,4,420.0,2,0,5,169.0,4,1,186.0,0,4,0,0,1,2,2004,0,1,0,0,1,0,1,0,1,4435
1788,0.0,4,0,3,304.0,3,0,5,0.0,3,0,1104.0,0,3,0,0,0,52,1957,0,0,0,0,0,0,5,0,2,11250
1344,111.0,6,0,3,525.0,1,0,6,541.0,4,0,354.0,0,3,0,0,1,51,1958,0,1,1,0,1,0,3,0,1,14375
2256,0.0,5,0,3,0.0,2,0,3,0.0,2,0,840.0,0,3,0,0,1,100,1910,0,0,0,0,0,0,4,0,0,9045
2060,831.0,6,0,4,521.0,1,0,5,268.0,3,0,320.0,0,4,0,0,1,19,1988,0,0,0,0,1,0,4,0,1,10029
1337,266.0,6,0,4,511.0,1,0,5,0.0,4,1,1139.0,0,4,0,0,1,10,1998,0,0,0,0,0,0,2,0,0,4060
1165,312.0,6,0,3,490.0,4,0,7,183.0,3,0,276.0,0,3,0,0,1,42,1966,0,1,0,0,1,0,3,0,0,9020
1320,328.0,5,0,3,564.0,3,0,6,97.0,3,0,285.0,0,3,0,0,1,40,1966,0,1,0,0,1,0,3,0,2,11777
1535,2.0,7,1,4,532.0,1,0,5,168.0,4,0,1515.0,0,4,0,0,1,6,2004,0,1,1,0,1,0,3,0,0,10171
2044,0.0,7,0,3,489.0,2,0,6,280.0,3,0,738.0,0,4,0,0,0,28,1980,0,0,0,0,1,0,3,0,1,10400
1136,80.0,4,0,3,336.0,1,0,7,0.0,3,0,624.0,0,3,0,0,1,79,1929,0,0,0,0,0,0,2,0,0,6240
1299,1001.0,6,0,3,486.0,3,0,6,0.0,4,0,0.0,0,4,0,0,1,28,1979,0,1,0,0,0,0,2,0,1,12150
1441,0.0,8,0,4,492.0,1,0,5,456.0,4,0,776.0,0,4,1,0,1,8,1999,0,0,0,0,1,0,2,0,0,2645
1630,587.0,5,0,3,649.0,1,0,5,0.0,3,0,486.0,0,3,0,0,0,54,1953,0,0,1,0,0,0,3,0,1,22692
1641,16.0,7,0,3,546.0,1,0,7,0.0,5,0,712.0,0,3,0,0,1,81,1925,0,0,0,0,0,0,3,0,1,9600
1629,791.0,5,0,3,482.0,1,0,5,0.0,3,0,137.0,0,4,0,0,1,13,1997,0,0,0,0,0,0,3,0,1,13830
848,685.0,6,0,4,420.0,3,0,5,170.0,4,1,163.0,0,4,0,0,1,6,2003,0,0,0,0,1,0,1,0,0,4435
