id,mssubclass,mszoning,lotfrontage,lotarea,lotshape,landcontour,lotconfig,landslope,neighborhood,condition1,condition2,bldgtype,housestyle,overallqual,overallcond,yearbuilt,roofstyle,roofmatl,exterior1st,exterior2nd,masvnrtype,masvnrarea,exterqual,foundation,bsmtqual,bsmtexposure,bsmtfintype1,bsmtfinsf1,bsmtunfsf,heatingqc,electrical,grlivarea,bsmtfullbath,fullbath,halfbath,bedroomabvgr,kitchenabvgr,kitchenqual,functional,fireplaces,fireplacequ,garagetype,garagefinish,garagearea,garagecond,paveddrive,wooddecksf,mosold,yrsold,saleprice,porch,pool,garage,fireplace,bsmt,masvnr,agesold,remodelled,bighouse,2ndflr
2079,20,RL,84.0,12615,0,Lvl,Corner,flat,Edwards,Norm,Norm,1Fam,1Story,6,7,1950,Gable,CompShg,WdShing,Wd Shng,None,0.0,3,CBlock,3,3,ALQ,477.0,725.0,3,SBrkr,2158,1.0,2,0,4,1,4,Typ,1,4,Attchd,Unf,576.0,3,Y,0,6,2007,243000,1,0,1,1,1,0,57,0,0,0
2272,20,RL,85.0,14536,0,Lvl,Inside,flat,Timber,Norm,Norm,1Fam,1Story,8,5,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,236.0,4,PConc,4,3,GLQ,1300.0,316.0,5,SBrkr,1629,1.0,2,0,3,1,4,Typ,1,4,Attchd,Fin,808.0,3,Y,0,11,2007,270000,1,0,1,1,1,1,5,0,0,0
2250,20,RL,71.0,9187,0,Bnk,Corner,flat,Mitchel,Norm,Norm,1Fam,1Story,6,5,1983,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,PConc,3,1,ALQ,336.0,748.0,3,SBrkr,1080,0.0,1,1,3,1,3,Typ,0,0,Attchd,Unf,484.0,3,Y,120,6,2007,134000,1,0,1,0,1,0,24,1,0,0
502,60,RL,90.0,9900,0,Low,Inside,sloped,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,256.0,4,PConc,4,4,GLQ,987.0,360.0,5,SBrkr,2646,1.0,2,1,4,1,4,Typ,1,3,Attchd,RFn,656.0,3,Y,340,4,2009,260000,1,0,1,1,1,1,16,1,0,1
2166,60,RL,64.0,8333,0,Lvl,Inside,flat,CollgCr,Norm,Norm,1Fam,2Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,1,Unf,0.0,738.0,4,SBrkr,1491,0.0,2,1,3,1,4,Typ,1,4,Attchd,RFn,484.0,3,Y,100,5,2007,168675,1,0,1,1,1,0,1,1,0,1
1622,80,RL,0.0,10147,1,Lvl,CulDSac,flat,Gilbert,Norm,Norm,1Fam,SLvl,6,5,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,32.0,3,PConc,4,1,LwQ,186.0,206.0,4,SBrkr,1694,0.0,2,1,3,1,3,Typ,1,3,BuiltIn,Fin,398.0,3,Y,256,3,2007,160000,1,0,1,1,1,1,13,1,0,1
1299,50,RM,44.0,5914,0,Lvl,Inside,flat,OldTown,Norm,Norm,1Fam,1.5Fin,5,9,1890,Gable,CompShg,Wd Sdng,HdBoard,None,0.0,3,BrkTil,2,1,Unf,0.0,684.0,4,SBrkr,1080,0.0,1,0,3,1,4,Typ,0,0,None,None,0.0,0,N,0,9,2008,95000,1,0,0,0,1,0,118,0,0,1
832,60,RL,79.0,11646,1,Lvl,Inside,flat,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,3,Unf,0.0,704.0,5,SBrkr,1422,0.0,2,1,3,1,4,Typ,1,4,Attchd,Fin,440.0,3,Y,36,7,2009,173000,1,0,1,1,1,0,4,0,0,1
2470,20,FV,60.0,7200,0,Lvl,Inside,flat,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,1,Unf,0.0,1293.0,5,SBrkr,1301,1.0,2,0,2,1,4,Typ,1,4,Attchd,RFn,572.0,3,Y,216,8,2006,187750,1,0,1,1,1,0,0,1,0,0
1017,60,RL,46.0,20544,1,Lvl,CulDSac,flat,NWAmes,Norm,Norm,1Fam,2Story,7,6,1986,Gable,CompShg,Plywood,Plywood,BrkFace,123.0,3,CBlock,4,1,Unf,0.0,791.0,4,SBrkr,2093,0.0,2,1,3,1,3,Typ,1,3,Attchd,Fin,542.0,3,Y,364,11,2008,215000,1,0,1,1,1,1,22,0,0,1
1384,20,RL,0.0,9981,1,Lvl,Corner,flat,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,340.0,3,CBlock,3,2,BLQ,221.0,852.0,4,SBrkr,1073,0.0,1,0,3,1,3,Typ,0,0,Attchd,RFn,270.0,3,Y,0,3,2008,120000,1,0,1,0,1,1,41,1,0,0
1790,20,RL,70.0,8251,0,Lvl,Inside,flat,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,143.0,4,PConc,4,3,GLQ,778.0,716.0,5,SBrkr,1506,1.0,2,0,3,1,4,Typ,1,4,Attchd,RFn,672.0,3,Y,192,4,2007,249000,1,0,1,1,1,1,2,0,0,0
2530,20,RL,78.0,10140,0,Lvl,Inside,flat,NWAmes,RRAn,Norm,1Fam,1Story,7,6,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,264.0,3,CBlock,3,1,BLQ,553.0,713.0,4,SBrkr,1334,1.0,2,0,3,1,3,Typ,0,0,Attchd,RFn,477.0,3,Y,0,4,2006,164500,1,0,1,0,1,1,39,1,0,0
2893,120,RM,0.0,8239,1,Lvl,Inside,flat,GrnHill,Norm,Norm,TwnhsE,1Story,7,5,1986,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,4,CBlock,0,0,None,0.0,0.0,4,SBrkr,1295,0.0,2,0,2,1,4,Typ,0,0,Attchd,RFn,312.0,3,Y,0,11,2006,230000,0,0,1,0,1,0,20,1,0,0
2027,70,RM,0.0,5700,1,Lvl,Corner,flat,OldTown,Feedr,Norm,1Fam,2Story,7,6,1929,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,BrkTil,3,1,Rec,336.0,336.0,4,FuseA,1344,1.0,1,1,3,1,4,Typ,1,4,Attchd,Unf,456.0,3,Y,0,9,2007,140000,1,0,1,1,1,0,78,0,0,1
683,20,RL,60.0,7200,0,Lvl,Corner,flat,NAmes,Norm,Norm,1Fam,1Story,5,7,1952,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,ALQ,630.0,0.0,3,SBrkr,732,1.0,1,0,2,1,3,Typ,0,0,Detchd,Unf,240.0,3,Y,0,9,2009,118900,1,0,1,0,1,0,57,1,0,0
823,20,RL,71.0,9178,0,Lvl,Inside,flat,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,3,Unf,0.0,1468.0,5,SBrkr,1468,0.0,2,0,3,1,4,Typ,1,4,Attchd,RFn,904.0,3,Y,192,6,2009,239900,1,0,1,1,1,0,1,1,0,0
2374,120,RL,53.0,4043,0,Lvl,Inside,flat,NPkVill,Norm,Norm,TwnhsE,1Story,6,5,1975,Gable,CompShg,Plywood,Plywood,None,0.0,3,CBlock,4,1,ALQ,727.0,186.0,4,SBrkr,1069,0.0,2,0,2,1,3,Typ,1,1,Attchd,RFn,440.0,3,Y,0,7,2006,146300,1,0,1,1,1,0,31,1,0,0
1594,120,RM,0.0,4224,0,Lvl,Inside,flat,MeadowV,Norm,Norm,TwnhsE,1Story,5,6,1975,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,PConc,4,1,GLQ,769.0,271.0,4,SBrkr,1040,0.0,1,0,3,1,3,Typ,0,0,Attchd,Unf,499.0,3,Y,0,6,2008,124000,1,0,1,0,1,0,33,1,0,0
2049,190,RL,75.0,11235,0,Lvl,Inside,flat,Sawyer,Norm,Norm,2fmCon,SFoyer,5,5,1963,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,CBlock,4,3,ALQ,925.0,0.0,3,SBrkr,999,1.0,1,0,3,1,3,Typ,0,0,Detchd,Unf,308.0,3,Y,40,3,2007,130000,1,0,1,0,1,0,44,1,0,0
1813,20,RL,65.0,8450,0,Lvl,Inside,flat,SawyerW,Norm,Norm,1Fam,1Story,7,5,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,108.0,3,PConc,4,1,Unf,0.0,1349.0,5,SBrkr,1349,0.0,2,0,3,1,3,Typ,0,0,Attchd,Unf,539.0,3,Y,120,12,2007,179000,1,0,1,0,1,1,7,0,0,0
365,20,RL,99.0,11851,0,Lvl,Corner,flat,Gilbert,Norm,Norm,1Fam,1Story,7,5,1990,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,PConc,4,1,Unf,0.0,1424.0,5,SBrkr,1442,0.0,2,0,3,1,3,Typ,0,0,Attchd,RFn,500.0,3,Y,0,5,2009,180500,1,0,1,0,1,0,19,1,0,0
176,30,RM,47.0,4608,0,Lvl,Corner,flat,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,Unf,0.0,747.0,3,SBrkr,747,0.0,1,0,2,1,3,Typ,0,0,Attchd,Unf,220.0,3,Y,0,6,2010,80000,0,0,1,0,1,0,65,0,0,0
510,20,RL,78.0,9262,0,Lvl,Inside,flat,Somerst,Norm,Norm,1Fam,1Story,8,5,2008,Gable,CompShg,CemntBd,CmentBd,Stone,194.0,4,PConc,4,1,Unf,0.0,1573.0,5,SBrkr,1578,0.0,2,0,3,1,5,Typ,1,4,Attchd,Fin,840.0,3,Y,0,5,2009,287090,1,0,1,1,1,1,1,0,0,0
1326,20,RM,70.0,12702,0,Lvl,Inside,flat,OldTown,Norm,Norm,1Fam,1Story,5,5,1956,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,PConc,0,0,None,0.0,0.0,4,FuseA,882,0.0,1,0,2,1,3,Typ,0,0,Detchd,Unf,308.0,3,Y,0,12,2008,97000,1,0,1,0,1,0,52,1,0,0
2423,120,RL,0.0,2938,0,Lvl,Inside,flat,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,4,PConc,4,3,GLQ,1038.0,330.0,5,SBrkr,1511,1.0,2,0,2,1,4,Typ,1,3,Attchd,Fin,398.0,3,Y,130,5,2006,246990,1,0,1,1,1,1,4,1,0,0
1631,20,RL,160.0,18160,0,Lvl,Inside,flat,Gilbert,Norm,Norm,1Fam,1Story,6,6,1964,Gable,CompShg,HdBoard,HdBoard,BrkCmn,138.0,3,CBlock,3,3,BLQ,550.0,752.0,2,SBrkr,1128,1.0,1,0,3,1,3,Typ,1,3,Attchd,Unf,480.0,3,P,0,3,2007,154204,1,0,1,1,1,1,43,1,0,0
1263,20,RL,76.0,11355,1,Lvl,Corner,flat,NAmes,Norm,Norm,1Fam,1Story,7,7,1958,Gable,Tar&Grv,HdBoard,HdBoard,BrkFace,125.0,3,CBlock,3,1,BLQ,637.0,675.0,5,SBrkr,1312,0.0,1,1,3,1,3,Typ,1,4,Attchd,RFn,495.0,3,Y,0,4,2008,186000,1,0,1,1,1,1,50,0,0,0
1046,160,RM,21.0,1680,0,Lvl,Inside,flat,BrDale,Norm,Norm,Twnhs,2Story,5,5,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,356.0,3,CBlock,3,1,Rec,350.0,280.0,3,SBrkr,1302,0.0,2,1,3,1,3,Typ,0,0,Detchd,Unf,264.0,3,Y,0,12,2008,111750,0,0,1,0,1,1,36,1,0,1
47,20,RL,110.0,14300,0,HLS,Inside,sloped,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,1095.0,5,PConc,5,4,GLQ,1373.0,1473.0,5,SBrkr,2696,1.0,2,1,3,1,5,Typ,2,4,Attchd,Fin,958.0,3,Y,220,6,2010,500000,1,0,1,1,1,1,7,0,0,0
1424,60,RL,65.0,10616,1,Lvl,Inside,flat,CollgCr,Norm,Norm,1Fam,2Story,7,5,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,1,Unf,0.0,628.0,5,SBrkr,1356,0.0,2,1,3,1,4,Typ,1,4,BuiltIn,Fin,484.0,3,Y,100,3,2008,177439,1,0,1,1,1,0,1,1,0,1
429,60,RL,96.0,11308,1,Lvl,Inside,flat,NridgHt,Norm,Norm,1Fam,2Story,9,5,2008,Gable,CompShg,VinylSd,VinylSd,Stone,154.0,5,PConc,5,3,GLQ,936.0,168.0,5,SBrkr,2184,1.0,2,1,3,1,5,Typ,1,4,Attchd,Fin,836.0,3,Y,0,7,2009,335000,1,0,1,1,1,1,1,1,0,1
1031,60,RL,80.0,10480,0,Lvl,Inside,flat,NWAmes,Norm,Norm,1Fam,2Story,7,6,1976,Hip,CompShg,Plywood,Plywood,BrkFace,660.0,3,CBlock,3,1,ALQ,403.0,400.0,3,SBrkr,1964,0.0,2,1,4,1,3,Typ,1,4,Attchd,RFn,483.0,3,Y,0,9,2008,205000,1,0,1,1,1,1,32,1,0,1
1635,120,RL,35.0,5118,1,HLS,Inside,flat,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1990,Gable,CompShg,CemntBd,CmentBd,None,0.0,4,PConc,4,4,GLQ,926.0,386.0,4,SBrkr,1321,1.0,1,0,1,1,4,Typ,1,3,Attchd,RFn,484.0,3,Y,0,8,2007,212000,1,0,1,1,1,0,17,1,0,0
309,120,RM,44.0,3811,1,HLS,Corner,sloped,Crawfor,Artery,Norm,TwnhsE,1Story,8,5,2004,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,4,PConc,5,4,GLQ,1373.0,221.0,5,SBrkr,1646,1.0,2,0,2,1,4,Typ,1,4,Attchd,Fin,525.0,3,Y,128,5,2010,246000,1,0,1,1,1,1,6,0,0,0
1020,20,RL,0.0,10825,1,Lvl,Inside,flat,NWAmes,Norm,Norm,1Fam,1Story,7,7,1983,Gable,CompShg,WdShing,Plywood,BrkFace,174.0,4,CBlock,4,2,GLQ,747.0,513.0,3,SBrkr,1260,1.0,2,0,3,1,3,Typ,0,0,Attchd,Unf,598.0,3,Y,152,7,2008,181900,0,0,1,0,1,1,25,1,0,0
178,50,RM,50.0,5500,0,Lvl,Corner,flat,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,1929,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,1,LwQ,234.0,0.0,3,SBrkr,1316,1.0,1,0,3,1,3,Typ,0,0,Detchd,Unf,484.0,3,Y,0,4,2010,130000,0,0,1,0,1,0,81,0,1,0
1975,70,RM,60.0,9600,0,Lvl,Inside,flat,OldTown,Norm,Norm,1Fam,2Story,5,7,1910,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,BrkTil,2,1,Unf,0.0,264.0,5,SBrkr,1432,0.0,2,0,2,1,3,Typ,0,0,Detchd,Unf,360.0,4,Y,270,5,2007,132000,1,0,1,0,1,0,97,0,0,1
2096,60,RL,75.0,9317,0,Lvl,Inside,flat,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,1,GLQ,497.0,282.0,5,SBrkr,1958,1.0,2,1,3,1,4,Typ,1,3,Attchd,RFn,499.0,3,Y,202,7,2007,220000,1,0,1,1,1,0,13,0,0,1
865,20,RL,0.0,11838,0,Lvl,Inside,flat,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,Hip,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,3,Unf,0.0,1753.0,5,SBrkr,1788,0.0,2,0,3,1,5,Typ,1,3,Attchd,RFn,522.0,3,Y,202,6,2009,236500,1,0,1,1,1,0,8,1,0,0
385,60,FV,75.0,8004,1,Lvl,Inside,flat,Somerst,RRAn,Norm,1Fam,2Story,8,5,2009,Gable,CompShg,VinylSd,VinylSd,Stone,110.0,4,PConc,4,1,GLQ,544.0,288.0,5,SBrkr,1935,1.0,2,1,3,1,3,Typ,0,0,BuiltIn,Fin,552.0,3,Y,0,12,2009,263435,1,0,1,0,1,1,0,1,0,1
1362,50,RM,60.0,6876,0,Bnk,Inside,flat,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1938,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,1,Unf,0.0,1272.0,3,SBrkr,1969,0.0,2,0,4,1,3,Min1,1,4,Detchd,Unf,400.0,3,Y,0,11,2008,141000,1,0,1,1,1,0,70,0,1,0
1091,60,RL,0.0,8396,1,Lvl,Inside,flat,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,4,PConc,4,1,Unf,0.0,847.0,5,SBrkr,1986,0.0,2,1,4,1,4,Typ,1,4,BuiltIn,Fin,434.0,3,Y,120,5,2008,213000,1,0,1,1,1,1,5,1,0,1
317,20,RL,73.0,9803,0,Lvl,Inside,flat,Timber,Norm,Norm,1Fam,1Story,7,5,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,1,Unf,0.0,1214.0,5,SBrkr,1214,0.0,2,0,2,1,4,Typ,0,0,Attchd,RFn,520.0,3,Y,0,1,2010,179781,1,0,1,0,1,0,1,0,0,0
1076,120,RL,48.0,6240,0,Lvl,Inside,flat,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,Hip,CompShg,MetalSd,MetalSd,BrkFace,176.0,4,PConc,4,1,GLQ,846.0,496.0,5,SBrkr,1342,1.0,2,0,2,1,4,Typ,1,4,Attchd,Fin,550.0,3,Y,0,6,2008,234250,1,0,1,1,1,1,2,0,0,0
1573,20,RL,0.0,15498,1,Lvl,Corner,flat,Timber,Norm,Norm,1Fam,1Story,8,6,1976,Hip,WdShake,Stone,HdBoard,None,0.0,4,CBlock,4,3,ALQ,1165.0,0.0,3,SBrkr,2898,1.0,2,0,2,1,4,Typ,1,4,Attchd,Fin,665.0,3,Y,0,5,2008,287000,1,0,1,1,1,0,32,1,0,0
485,60,RL,0.0,12891,1,Lvl,Corner,flat,Gilbert,Norm,Norm,1Fam,2Story,8,5,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,5,1,GLQ,651.0,219.0,5,SBrkr,2004,1.0,2,1,4,1,4,Typ,1,4,BuiltIn,Fin,644.0,3,Y,0,7,2009,257500,1,0,1,1,1,0,7,1,0,1
2021,30,RM,60.0,6180,0,Lvl,Corner,flat,BrkSide,Norm,Norm,1Fam,1Story,6,5,1926,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,BrkTil,3,1,Unf,0.0,960.0,3,SBrkr,986,0.0,1,0,2,1,3,Typ,1,4,Detchd,Unf,180.0,3,Y,0,5,2007,102000,1,0,1,1,1,0,81,0,0,0
2032,45,RM,57.0,7449,0,Bnk,Inside,flat,IDOTRR,Norm,Norm,1Fam,1.5Unf,7,7,1930,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,PConc,3,1,Unf,0.0,637.0,5,FuseF,1108,0.0,1,0,3,1,4,Typ,1,4,Attchd,Unf,280.0,3,N,0,6,2007,139400,1,0,1,1,1,0,77,0,0,0
2604,50,RL,60.0,10410,0,Lvl,Corner,flat,OldTown,Artery,Norm,1Fam,1.5Fin,3,4,1915,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,PConc,3,1,Unf,0.0,672.0,3,SBrkr,1214,0.0,1,0,3,1,3,Typ,0,0,Detchd,Unf,936.0,3,Y,216,1,2006,105000,1,0,1,0,1,0,91,0,0,1
1615,20,RL,95.0,15865,1,Lvl,Inside,sloped,NAmes,Norm,Norm,1Fam,1Story,8,6,1970,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,4,PConc,3,4,ALQ,351.0,1043.0,5,SBrkr,2217,1.0,2,0,4,1,4,Typ,1,3,Attchd,Unf,621.0,3,Y,81,10,2007,268000,1,0,1,1,1,0,37,1,0,0
2736,80,RL,0.0,19690,1,Lvl,CulDSac,flat,Edwards,Norm,Norm,1Fam,SLvl,6,7,1966,Flat,Tar&Grv,Plywood,Plywood,None,0.0,4,CBlock,4,3,Unf,0.0,697.0,3,SBrkr,2201,0.0,2,0,4,1,4,Typ,1,4,Attchd,Unf,432.0,4,Y,586,8,2006,274970,1,1,1,1,1,0,40,1,0,1
473,120,RL,43.0,3182,0,Lvl,Inside,flat,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,4,PConc,4,3,GLQ,16.0,1204.0,5,SBrkr,1220,0.0,2,0,2,1,4,Typ,1,4,Attchd,Fin,397.0,3,Y,100,8,2009,180000,1,0,1,1,1,1,4,0,0,0
1316,70,RM,60.0,9600,0,Lvl,Inside,flat,OldTown,Norm,Norm,1Fam,2Story,7,9,1928,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,3,BrkTil,3,1,Rec,141.0,548.0,5,SBrkr,1378,0.0,2,0,3,1,4,Typ,1,4,Detchd,Unf,360.0,3,N,0,10,2008,161000,1,0,1,1,1,0,80,0,0,1
244,20,RL,60.0,11100,0,Low,Inside,flat,Edwards,Norm,Norm,1Fam,1Story,4,7,1946,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,0,0,None,0.0,0.0,5,SBrkr,930,0.0,1,0,2,1,4,Typ,0,0,Detchd,Unf,308.0,3,Y,0,4,2010,84900,0,0,1,0,1,0,64,0,0,0
152,190,RL,70.0,13587,0,Lvl,Inside,flat,NAmes,Norm,Norm,2fmCon,1Story,5,5,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,3,3,Rec,532.0,456.0,3,SBrkr,988,1.0,1,0,2,1,3,Typ,0,0,Attchd,Unf,264.0,3,Y,0,4,2010,119000,0,0,1,0,1,0,52,1,0,0
1588,20,RL,85.0,11447,1,Lvl,Inside,flat,Timber,Norm,Norm,1Fam,1Story,8,5,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,674.0,4,PConc,5,3,GLQ,1571.0,393.0,5,SBrkr,1964,1.0,2,1,3,1,4,Typ,1,4,Attchd,Fin,892.0,3,Y,0,6,2008,370000,1,0,1,1,1,1,3,0,0,0
2111,20,RL,64.0,7242,0,Lvl,Inside,flat,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,PConc,4,1,Unf,0.0,1270.0,5,SBrkr,1270,0.0,2,0,2,1,4,Typ,0,0,Attchd,RFn,524.0,3,Y,0,7,2007,175900,1,0,1,0,1,0,2,0,0,0
813,90,RL,64.0,7018,0,Lvl,Inside,flat,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,Gable,CompShg,Plywood,Plywood,None,0.0,3,Slab,0,0,None,0.0,0.0,3,SBrkr,2240,0.0,2,0,6,2,3,Typ,0,0,Detchd,Unf,528.0,3,Y,154,6,2009,142953,0,0,1,0,1,0,30,1,0,1
1854,120,RL,50.0,9466,2,Lvl,FR2,flat,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1994,Gable,CompShg,BrkFace,BrkFace,None,0.0,4,PConc,4,4,LwQ,457.0,0.0,5,SBrkr,1494,1.0,1,1,1,1,4,Typ,1,4,Attchd,Fin,478.0,3,Y,0,5,2007,279700,1,0,1,1,1,0,13,0,0,0
2575,20,RL,70.0,8400,0,Lvl,Corner,flat,NAmes,Feedr,Norm,1Fam,1Story,5,5,1957,Gable,CompShg,BrkFace,BrkFace,None,0.0,3,CBlock,2,2,BLQ,623.0,556.0,4,SBrkr,1364,0.0,1,1,3,1,3,Typ,1,4,Attchd,RFn,331.0,3,Y,0,3,2006,132000,1,0,1,1,1,0,49,1,0,0
867,60,RL,0.0,11050,0,Lvl,Inside,flat,CollgCr,PosN,Norm,1Fam,2Story,9,5,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,204.0,4,PConc,5,2,GLQ,904.0,536.0,5,SBrkr,2153,1.0,2,1,3,1,5,Typ,2,5,Attchd,Fin,736.0,3,Y,253,5,2009,313000,1,0,1,1,1,1,9,1,0,1
2879,50,C (all),60.0,11040,0,Low,Inside,sloped,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,6,1920,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,CBlock,3,1,Rec,637.0,0.0,4,SBrkr,1336,0.0,1,1,3,1,3,Typ,0,0,CarPort,Unf,570.0,3,Y,0,9,2006,108000,1,0,1,0,1,0,86,0,0,1
1494,60,RL,60.0,6931,0,Lvl,Inside,flat,Edwards,Norm,Norm,1Fam,2Story,7,5,2003,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,4,PConc,4,1,Unf,0.0,746.0,5,SBrkr,1656,0.0,2,1,3,1,4,Typ,1,4,BuiltIn,Fin,397.0,3,Y,178,7,2008,165400,1,0,1,1,1,1,5,0,0,1
2771,60,RL,65.0,12438,1,Lvl,Inside,flat,CollgCr,PosN,Norm,1Fam,2Story,6,5,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,68.0,4,PConc,4,1,Unf,0.0,781.0,5,SBrkr,1499,0.0,2,1,3,1,4,Typ,1,3,Attchd,RFn,473.0,3,Y,413,8,2006,187000,1,0,1,1,1,1,11,1,0,1
496,60,RL,174.0,15138,1,Lvl,Inside,flat,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,506.0,4,PConc,4,1,GLQ,689.0,773.0,5,SBrkr,2794,1.0,2,1,4,1,5,Typ,1,3,Attchd,Fin,810.0,3,Y,0,7,2009,403000,1,0,1,1,1,1,14,0,0,1
1651,60,RL,0.0,12046,1,Lvl,Inside,flat,NWAmes,Norm,Norm,1Fam,2Story,6,6,1976,Gable,CompShg,Plywood,Plywood,BrkFace,298.0,3,CBlock,3,1,LwQ,156.0,692.0,3,SBrkr,2030,0.0,2,1,4,1,4,Typ,1,3,Attchd,Fin,551.0,3,Y,0,6,2007,195000,1,0,1,1,1,1,31,1,0,1
1913,80,RL,100.0,9600,1,Lvl,Inside,flat,NAmes,Norm,Norm,1Fam,SLvl,6,5,1961,Hip,CompShg,WdShing,Wd Shng,BrkFace,291.0,3,CBlock,3,3,ALQ,600.0,618.0,3,SBrkr,1254,1.0,1,0,3,1,3,Typ,1,4,Attchd,RFn,525.0,3,Y,0,5,2007,158500,1,0,1,1,1,1,46,1,0,0
2790,60,RL,90.0,11367,0,Lvl,Corner,flat,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,4,PConc,4,2,GLQ,932.0,133.0,5,SBrkr,1989,1.0,2,1,3,1,4,Typ,1,4,Attchd,Fin,586.0,3,Y,199,11,2006,255000,1,0,1,1,1,1,4,1,0,1
1541,20,RL,56.0,26073,1,Lvl,CulDSac,flat,Crawfor,Norm,Norm,1Fam,1Story,5,5,1956,Gable,CompShg,BrkFace,MetalSd,None,0.0,3,PConc,3,1,Rec,1116.0,782.0,5,FuseA,1898,0.0,2,1,3,1,3,Typ,2,3,Attchd,Unf,484.0,3,Y,0,4,2008,236500,1,0,1,1,1,0,52,1,0,0
1684,20,RL,65.0,7150,0,Lvl,Inside,flat,NAmes,Norm,Norm,1Fam,1Story,5,6,1966,Hip,CompShg,HdBoard,HdBoard,BrkFace,52.0,3,CBlock,3,1,BLQ,725.0,263.0,3,SBrkr,988,1.0,1,0,3,1,3,Typ,0,0,Detchd,Unf,360.0,3,Y,0,11,2007,129250,0,0,1,0,1,1,41,1,0,0
